Device Name (ID),Node name,Device Type,Fleet,Plate No,Vehicle Type,SIM,SIM IP,ICCID,Wi-Fi IP,IMEI,Telephone,Chassis No,Installation date,Create date,Last Online Time,Last Offline Time,Access Mode,Channel Name,Terminal model,App version,Audio-video Count,Intercom Count,Input Number,Output Number,Cloud Recording Channel,Remarks
3073059541(3073059541),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073059541,,1G4WX25J2100195,14/09/2024,12/01/2026 11:15:26,23/01/2026 02:52:32,23/01/2026 02:53:44,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073066462(3073066462),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073066462,,1G4WX25J2100106,09/09/2024,12/01/2026 11:15:26,23/01/2026 04:44:45,23/01/2026 04:45:28,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073073823(3073073823),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073073823,,1G4WX25J2100049,15/09/2024,12/01/2026 11:15:26,23/01/2026 03:38:21,23/01/2026 03:42:27,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073073856(3073073856),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073073856,,1G4WX25J2100036,24/07/2024,12/01/2026 11:15:26,20/01/2026 14:38:31,20/01/2026 14:41:38,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073073930(3073073930),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073073930,,1G4WX25J2100045,13/09/2024,12/01/2026 11:15:26,23/01/2026 02:37:48,23/01/2026 02:42:31,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073074029(3073074029),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073074029,,1G4WX25J2100039,20/09/2024,12/01/2026 11:15:26,23/01/2026 04:55:03,23/01/2026 05:01:49,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073074144(3073074144),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073074144,,1G4WX25J2100003,08/08/2024,12/01/2026 11:15:26,20/01/2026 01:23:25,20/01/2026 01:24:17,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073074177(3073074177),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073074177,,1G4WX25J2100180,19/08/2024,12/01/2026 11:15:26,23/01/2026 02:18:08,23/01/2026 02:18:46,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073074342(3073074342),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073074342,,1G4WX25J2100009,29/08/2024,12/01/2026 11:15:26,,,Offline,CH1;CH2;CH3;CH4,,,4,1,2,2,,
3073074607(3073074607),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073074607,,1G4WX25J2100170,01/09/2024,12/01/2026 11:15:26,,,Offline,CH1;CH2;CH3;CH4,,,4,1,2,2,,
3073074649(3073074649),Central node,Hero-ME30-04,3.- Equipos Nuevos,,A1,,,,,861553073074649,,1G4WX25J2100194,18/09/2024,12/01/2026 11:15:26,23/01/2026 03:28:21,23/01/2026 03:40:22,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
3073079457(3073079457),Central node,ME31-08,3.- Equipos Nuevos,,A1,,,,,861553073079457,,1G4WX25G2500138,,09/09/2025 15:26:22,11/09/2025 14:00:38,11/09/2025 14:04:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25042601.2163,8,1,2,2,,
3073080570(3073080570),Central node,ME31-08,3.- Equipos Nuevos,,A1,,,,,861553073080570,,1G4WX25G2500150,,09/09/2025 15:26:56,11/09/2025 09:14:59,11/09/2025 09:23:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25042601.2163,8,1,2,2,,
3204_MALETA(6063460715),Central node,Hero-ME32-04,Prestamo Lima,,A1,,,,192.168.1.108,864086063460715,,,,08/07/2023 11:26:00,19/03/2026 05:57:00,19/03/2026 05:53:34,Wi-Fi,CH1;CH2;CH3;CH4,ME41-04NA,T25120501.A3208,4,1,2,2,,
4112743_EVO(3072936343),Central node,ME31-08,IBEROAMERICANO,,A1,,10.72.53.127,8951101139058242322F,,861553072936343,,1G4WX25J1400014,03/02/2026,09/01/2026 19:21:03,19/02/2026 14:16:30,19/02/2026 14:45:19,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25121801.3305,8,1,8,2,,
4112766_EVO(3072916774),Central node,ME31-08,IBEROAMERICANO,,A1,,,,,,,1G4WX25J1400065,27/01/2026,09/01/2026 19:21:03,19/03/2026 09:12:09,19/03/2026 09:09:29,Wired,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
4112785_EVO(3072930049),Central node,ME31-08,IBEROAMERICANO,,A1,,10.74.64.83,8951101139058243825F,,861553072930049,,1G4WX25J1400015,30/01/2026,09/01/2026 19:21:03,19/02/2026 15:53:28,19/02/2026 15:57:41,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25121801.3305,8,1,8,2,,
4112801_EVO(3072935998),Central node,ME31-08,IBEROAMERICANO,,A1,,100.125.13.42,8951101139058241563F,,861553072935998,,1G4WX25J1400010,19/07/2024,09/01/2026 19:21:03,19/02/2026 16:22:00,19/02/2026 16:58:17,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25121801.3305,8,1,8,2,,
5047549447(5047549447),Central node,Hero-ME32-04,Default Fleet,,A1,,,,,,,,,19/05/2022 16:31:00,15/03/2024 08:56:29,15/03/2024 09:03:37,Offline,CH1;CH2;CH3;CH4,unknown,V20121801,4,1,2,2,,
5047557531(5047557531),Central node,Hero-MA80-08,1.- Prestamo/Soporte,,A1,,,,,,,,,26/07/2021 17:18:00,02/01/2025 21:51:35,02/01/2025 22:03:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
5047562846(5047562846),Central node,Hero-MA80-08,Default Fleet,BJS-879,A1,,,,,,,,02/01/2026,31/08/2021 09:41:00,02/01/2026 10:10:42,02/01/2026 11:43:02,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
5047563240(5047563240),Central node,Hero-ME32-04,Default Fleet,,A1,,,,,,,,,19/05/2022 14:53:00,12/03/2026 10:05:35,12/03/2026 10:09:41,Offline,CH1;CH2;CH3;CH4,unknown,V20121801,4,1,2,2,,
5047564750(5047564750),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,16/02/2026,26/07/2021 17:16:00,17/02/2026 01:19:15,17/02/2026 01:29:31,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
5047564784(5047564784),Central node,Hero-MA80-08,ANTAPACCAY,,A1,,,,,,,,,31/08/2021 10:03:00,,06/06/2023 14:24:01,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,unknown,V21102001,8,1,2,2,,
5047564974(5047564974),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,26/07/2021 17:20:00,15/12/2025 09:19:52,15/12/2025 09:47:04,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
5047567985(5047567985),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,,,,,,25/02/2026,26/07/2021 17:17:00,21/02/2026 06:31:35,21/02/2026 06:40:40,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
5047569478(5047569478),Central node,Hero-MA80-08,ANTAPACCAY,,A1,,,,,861585047569478,,,,08/09/2021 15:17:00,15/11/2021 06:11:00,15/11/2021 06:17:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,,,8,1,2,2,,
5047571458(5047571458),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,16/02/2026,26/07/2021 17:19:00,16/02/2026 20:48:10,16/02/2026 20:48:31,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
5048951170(5048951170),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,19/01/2022 11:53:00,15/08/2025 13:17:55,15/08/2025 13:20:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,"T25041102.709
",8,1,2,2,,
5048951295(5048951295),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,18/01/2022 17:16:00,22/08/2025 07:19:22,22/08/2025 07:31:27,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
5048980492(5048980492),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,19/01/2022 11:51:00,08/08/2024 07:04:00,08/08/2024 07:10:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P23053101.511,8,1,2,2,,
5048981458(5048981458),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,21/01/2022 18:31:00,,10/08/2022 13:27:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,,,8,1,2,2,,
5048984791(5048984791),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,18/01/2022 17:25:00,27/08/2025 18:59:27,27/08/2025 19:06:47,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
5048984817(5048984817),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,18/01/2022 17:24:00,11/12/2025 15:43:30,11/12/2025 15:50:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
5048984916(5048984916),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,19/01/2022 11:50:00,06/09/2024 14:40:26,06/09/2024 14:47:42,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
5048984940(5048984940),Central node,Hero-ME41-04,2.- En reparación,,A1,,,,,,,,,18/01/2022 17:00:00,18/08/2025 11:02:23,18/08/2025 11:05:43,Offline,CH1;CH2;CH3;CH4,MA80-08V2,T25041102.709,4,1,2,2,,
5048991135(5048991135),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,19/01/2022 11:52:00,28/03/2025 16:49:17,28/03/2025 16:57:52,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
5048991184(5048991184),Central node,Hero-MA80-08,2.- En reparación,,A1,,,,,,,,,21/01/2022 18:32:00,14/07/2025 14:40:11,14/07/2025 14:42:01,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
5048993396(5048993396),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,18/01/2022 17:19:00,05/09/2025 08:04:23,05/09/2025 08:05:42,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
5048993487(5048993487),Central node,Hero-MA80-08,Prestamo Lima,,A1,,,,,,,,,19/01/2022 11:55:00,23/06/2025 14:23:53,23/06/2025 14:24:30,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,
6062890623(6062890623),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,8951101630736593912F,,864086062890623,,,08/01/2026,29/12/2022 14:29:00,08/01/2026 06:21:21,08/01/2026 06:43:11,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
6062890847(6062890847),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,864086062890847,,,11/02/2026,19/05/2023 17:09:00,24/02/2026 17:21:32,24/02/2026 17:25:08,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
6062891506(6062891506),Central node,Hero-MA80-08,EVO_DESINSTALADO,BZD-707,A1,,,,,,,,,22/02/2023 14:57:00,05/11/2025 16:30:23,05/11/2025 16:35:35,Offline,DMS;ADAS;DOMO;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6062892132(6062892132),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,04/01/2023 16:41:00,28/09/2025 13:51:37,28/09/2025 14:00:50,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6062892736(6062892736),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,8951101630757547730F,,864086062892736,,,12/02/2026,29/12/2022 17:07:00,09/02/2026 07:46:09,09/02/2026 07:49:04,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
6062892835(6062892835),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,8951101630727781799F,,864086062892835,,,24/01/2026,02/02/2023 15:13:00,10/03/2026 15:51:34,10/03/2026 16:05:54,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24122001.685,8,1,2,2,,
6062892918(6062892918),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,12/05/2023 10:39:00,16/05/2025 08:14:11,16/05/2025 08:20:31,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P23053101.511,8,1,2,2,,
6062895747(6062895747),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,06/01/2023 09:42:00,27/08/2025 05:55:34,27/08/2025 06:17:08,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T23090801.533,8,1,2,2,,
6062895820(6062895820),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,,,,,,,04/01/2023 16:39:00,15/08/2025 09:52:59,15/08/2025 10:21:27,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
6062898758(6062898758),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,864086062898758,,,10/01/2026,18/11/2022 17:18:00,10/01/2026 12:14:53,10/01/2026 12:15:11,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6062900992(6062900992),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,05/01/2023 15:13:00,18/08/2025 11:34:16,18/08/2025 11:42:36,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6063452928(6063452928),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,864086063452928,,,13/02/2026,28/12/2022 12:16:00,13/02/2026 09:01:55,13/02/2026 09:20:06,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6063454569(6063454569),Central node,Hero-ME40-02,EVO_DESINSTALADO,,A1,,,,,,,,13/01/2026,18/02/2023 10:24:00,13/01/2026 12:40:53,13/01/2026 12:42:12,Offline,CH1;CH2;CH3,ME40-02V3,P23052001.1417,3,1,2,2,,
6063454767(6063454767),Central node,Hero-ME40-02,PALOMINO_BAMBAS,,A1,,,,,,,,,20/02/2023 10:03:00,20/02/2023 10:07:23,20/02/2023 10:15:54,Offline,CH1;CH2;CH3,ME40-02V3,P22072001.1044,3,1,2,2,,
6063454791(6063454791),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,,,861553070289745,,,24/02/2026,18/11/2022 16:44:00,16/02/2026 07:46:25,16/02/2026 09:34:17,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
6063455962(6063455962),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,08/05/2023 16:09:00,26/11/2025 09:07:47,26/11/2025 09:12:07,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P23053101.511,8,1,2,2,,
6063455988(6063455988),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,10/05/2023 15:01:00,18/08/2025 10:26:57,18/08/2025 10:32:10,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,
6063456176(6063456176),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,864086063456176,,,,11/05/2023 18:32:00,26/02/2026 11:29:33,26/02/2026 11:31:07,Offline,CH1;CH2;CH3;CH4;;;;,MA80-08V3,P24122001.685,8,1,2,2,,
6063456218(6063456218),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,13/05/2023 15:02:00,17/12/2025 19:06:57,17/12/2025 19:11:50,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
6063457414 (6063457414),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,12/05/2023 19:02:00,02/12/2025 14:48:17,02/12/2025 15:10:22,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,T25041102.709,8,1,2,2,,
6063457893(6063457893),Central node,Hero-MA80-08,Prestamo Lima,,A1,,,,,,,,,19/05/2023 19:26:00,22/12/2025 15:57:23,22/12/2025 16:05:33,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24122001.685,8,1,2,2,,
6063458388(6063458388),Central node,Hero-MA80-08,SATURNO CATALINA HUANCA,,A1,,,,,864086063458388,,,,20/05/2023 13:17:00,25/02/2026 15:44:37,25/02/2026 15:52:25,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24030901.649,8,1,2,2,,
6063458651(6063458651),Central node,Hero-ME40-02,PALOMINO_BAMBAS,,A1,,,,,,,,,20/02/2023 10:26:00,15/02/2026 13:04:44,15/02/2026 13:06:39,Offline,CH1;CH2;CH3,ME40-02V3,P22072001.1044,3,1,2,2,,
6063459386(6063459386),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,864086063459386,,,17/02/2026,11/05/2023 10:08:00,17/02/2026 05:46:58,17/02/2026 06:00:18,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T23090801.533,8,1,2,2,,
6063459493(6063459493),Central node,Hero-ME40-02,EXPRESO PALOMINO,,A1,,,,,,,,,18/02/2023 12:40:00,18/02/2023 12:40:00,18/02/2023 12:44:00,Offline,CH1;CH2;CH3,ME40-02V3,P22072001.1044,3,1,2,2,,
6063460806(6063460806),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,12/05/2023 19:35:00,25/09/2025 12:36:13,25/09/2025 12:43:20,Offline,CH1;CH2;CH3;CH4;;;;,MA80-08V3,P24112702.685,8,1,2,2,,
6063462018(6063462018),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,23/04/2024 14:27:00,23/04/2024 14:27:00,23/04/2024 14:27:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,,,8,1,2,2,,
6063463982(6063463982),Central node,Hero-ME40-02,Default Fleet,,A1,,,,,,,,,20/02/2023 11:01:00,20/02/2023 11:09:00,20/02/2023 11:14:00,Offline,CH1;CH2;CH3,ME40-02V3,P22072001.1044,3,1,2,2,,
6063464121(6063464121),Central node,Hero-ME40-02,PALOMINO_BAMBAS,,A1,,,,,,,,,20/02/2023 11:31:00,20/02/2023 11:43:50,20/02/2023 11:47:22,Offline,CH1;CH2;CH3,ME40-02V3,P22072001.1044,3,1,2,2,,
6063464469(6063464469),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,13/05/2023 15:01:00,17/12/2025 17:51:42,17/12/2025 18:01:47,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
6063464774(6063464774),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,864086063464774,,,,19/05/2023 16:07:00,26/02/2026 14:12:54,26/02/2026 14:15:11,Offline,CH1;CH2;CH3;CH4;;;;,MA80-08V3,P24122001.685,8,1,2,2,,
6063465110(6063465110),Central node,Hero-MA80-08,Default Fleet,BJC-875,A1,,,,,,,,,08/05/2023 15:14:00,04/11/2025 13:53:59,04/11/2025 14:20:30,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
6063466399(6063466399),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,,,,,,,13/05/2023 19:09:00,30/10/2025 18:04:22,30/10/2025 18:33:30,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
6063468296(6063468296),Central node,Hero-ME32-04,Default Fleet,,A1,,,,,,,,,18/07/2023 10:02:00,25/06/2024 07:15:00,25/06/2024 07:25:00,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P23022101.1333,4,1,2,2,,
6063468338(6063468338),Central node,Hero-ME32-04,EVO_DESINSTALADO,,A1,,,,,,,,,18/07/2023 10:05:00,02/10/2025 17:03:28,02/10/2025 17:46:43,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
6063468379(6063468379),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,12/05/2023 19:37:00,30/09/2025 15:27:06,30/09/2025 15:31:50,Offline,CH1;CH2;CH3;CH4;;;;,MA80-08V2,T25041102.709,8,1,2,2,,
6063468726(6063468726),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,13/05/2023 19:09:00,01/12/2025 12:57:11,01/12/2025 13:06:22,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
6063468916(6063468916),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,23/02/2023 08:40:00,20/08/2025 11:48:47,20/08/2025 12:14:18,Offline,DMS;ADAS;DOMO;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6063468940(6063468940),Central node,Hero-MA80-08,EVO_DESINSTALADO,BZH-848,A1,,,,,,,,,23/02/2023 09:08:00,28/11/2025 15:59:27,28/11/2025 16:02:40,Offline,DMS;ADAS;DOMO;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
6063469179(6063469179),Central node,Hero-MA80-08,5.- Averiados_legacy,,A1,,,,,,,,,13/05/2023 19:10:00,02/05/2025 10:47:25,02/05/2025 10:51:29,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
630441_EVO(3072931468),Central node,ME31-08,SATURNO ACARREO,,A1,,10.216.76.187,8951101139058242132F,,861553072931468,,1G4WX25J1400078,19/07/2024,09/01/2026 19:21:03,19/03/2026 10:40:53,19/03/2026 10:51:16,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25121801.3305,8,1,8,2,,
630514_EVO(3072896182),Central node,Hero-ME31-08,SAN GABRIEL,,A1,,,8951101632937163768F,,861553072896182,,1G4WX25F2700063,19/07/2024,30/10/2025 10:41:44,18/03/2026 15:17:55,18/03/2026 16:44:24,Offline,"CH1;CH2;CH3;CH4,CH5;CH6;CH7;CH8;CH8",ME31-08N,T25070701.2422,8,1,8,2,,
630515_EVO(3072905264),Central node,Hero-ME31-08,SAN GABRIEL,,A1,,,8951101632937163750F,,861553072905264,,1G4WX25F2700001,19/07/2024,30/10/2025 10:41:44,18/03/2026 16:44:58,18/03/2026 17:15:43,Offline,"CH1;CH2;CH3;CH4,CH5;CH6;CH7;CH8;CH8",ME31-08N,T25070701.2422,8,1,8,2,,
630516_EVO(3072926765),Central node,ME31-08,SAN GABRIEL,,A1,,,,,,,1G4WX25J1400045,19/07/2024,09/01/2026 19:21:03,18/03/2026 11:17:20,18/03/2026 18:55:07,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
630517_EVO(3072916840),Central node,ME31-08,SAN GABRIEL,,A1,,,,,,,1G4WX25J1400025,13/02/2026,09/01/2026 19:21:03,18/03/2026 11:02:38,18/03/2026 18:53:08,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
630519_EVO(3072941517),Central node,ME31-08,SATURNO ACARREO,,A1,,10.218.83.26,8951101139058242678F,,861553072941517,,1G4WX25J1400054,15/01/2026,09/01/2026 19:21:03,19/03/2026 07:55:49,19/03/2026 08:16:07,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25121801.3305,8,1,8,2,,
630520_EVO(3072930965),Central node,ME31-08,SATURNO ACARREO,,A1,,,,,,,1G4WX25J1400057,19/07/2024,09/01/2026 19:21:03,19/03/2026 06:31:16,19/03/2026 07:28:49,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
630595_EVO(3072931138),Central node,ME31-08,SAN GABRIEL,,A1,,,,,,,1G4WX25J1400016,19/07/2024,09/01/2026 19:21:03,18/03/2026 16:34:04,18/03/2026 20:31:24,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
630672_EVO(3072931476),Central node,ME31-08,SAN GABRIEL,,A1,,,,,,,1G4WX25J1400094,14/02/2026,09/01/2026 19:21:03,18/03/2026 15:55:39,18/03/2026 19:53:29,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
630753_EVO(3072935725),Central node,ME31-08,SATURNO ACARREO,,A1,,,8951101139058242686F,,861553072935725,,1G4WX25J1400026,15/01/2026,09/01/2026 19:21:03,19/03/2026 07:42:42,19/03/2026 07:44:16,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N2,P25121801.3305,8,1,8,2,,
8042247721(8042247721),Central node,Hero-MA80-08,Default Fleet,,A1,,,8951101639655324860F,,862708042247721,,,30/12/2025,19/01/2022 12:04:00,27/01/2026 09:13:23,27/01/2026 12:44:01,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
8042248190(8042248190),Central node,Hero-MA80-08,Default Fleet,,A1,,,,,,,,,21/01/2022 18:22:00,31/07/2024 13:45:00,31/07/2024 13:49:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T2308dele.529,8,1,2,2,,
